target_id	length	eff_length	est_counts	tpm
PF3D7_0613000.2	351	352	74.4319	10.218
PF3D7_0613000.3	357	358	60.5072	8.16718
PF3D7_0613100.1	1348	1349	1410.91	50.54
PF3D7_0613200.1	693	694	3824.76	266.313
PF3D7_0613300.1	5275	5276	5400.24	49.4603
PF3D7_0613400.1	1107	1108	22615.7	986.32
PF3D7_0613500.1	4645	4646	1017.33	10.5811
PF3D7_0613600.1	4359	4360	5240.24	58.0781
PF3D7_0613700.1	3907	3908	53985.9	667.535
PF3D7_0613800.1	12782	12783	23303.2	88.091
PF3D7_0613900.1	7340	7341	41544	273.465
PF3D7_0614000.1	2480	2481	9438.97	183.843
PF3D7_0614100.1	3889	3890	2989.41	37.1351
PF3D7_0614200.1	2863	2864	8771.54	147.996
PF3D7_0614300.1	5912	5913	12095.7	98.8488
PF3D7_0614400.1	3840	3841	21324.6	268.278
PF3D7_0614500.1	2576	2577	3910.17	73.3212
PF3D7_0614600.1	2364	2365	645.552	13.1901
PF3D7_0614700.1	2297	2298	1737.47	36.5356
PF3D7_0614800.1	1984	1985	5389.11	131.191
PF3D7_0614900.1	4015	4016	33558.1	403.786
PF3D7_0615000.1	917	918	373.027	19.6357
PF3D7_0615100.1	1724	1725	67.6872	1.89612
PF3D7_0615200.1	1379	1380	3676.01	128.72
PF3D7_0615300.1	2653	2654	9714	176.866
PF3D7_0615400.1	10916	10917	17011.5	75.2985
PF3D7_0615500.1	3543	3544	35716.7	486.996
PF3D7_0615600.1	8190	8191	10367.1	61.1603
PF3D7_0615700.1	1120	1121	270.771	11.672
PF3D7_0615800.1	4272	4273	1769.73	20.0135
PF3D7_0615900.1	6655	6656	4960.97	36.0165
PF3D7_0616000.1	2490	2491	348.625	6.76289
PF3D7_0616100.1	923	924	839.866	43.9224
PF3D7_0616200.1	2095	2096	61740.3	1423.4
PF3D7_0616300.1	1323	1324	1022	37.3003
PF3D7_0616400.1	6024	6025	849.285	6.81153
PF3D7_0616500.1	4116	4117	318	3.73245
PF3D7_0616600.1	2057	2058	6195.55	145.473
PF3D7_0616700.1	3101	3102	1473.09	22.9475
PF3D7_0616800.1	3156	3157	3003.9	45.979
PF3D7_0616900.1	5429	5430	1948.62	17.341
PF3D7_0617000.1	1968	1969	198.213	4.86447
PF3D7_0617100.1	6197	6198	3250.06	25.3389
PF3D7_0617200.1	4684	4685	10634.9	109.692
PF3D7_0617300.1	1028	1029	1938.62	91.0385
PF3D7_0617400.1	7934	7935	129.797	0.790432
PF3D7_0617500.1	1014	1015	23	1.09499
PF3D7_0617600.1	1418	1419	34.019	1.15848
PF3D7_0617700.1	996	997	17	0.823952
PF3D7_0617800.1	1957	1958	78135.5	1928.34
PF3D7_0617900.1	2659	2660	157677	2864.41
PF3D7_0618000.1	4377	4378	4818.19	53.181
PF3D7_0618100.1	2846	2847	4014.96	68.1463
PF3D7_0618200.1	1495	1496	2190.65	70.7605
PF3D7_0618300.1	2055	2056	5932.03	139.421
PF3D7_0618400.1	1797	1798	416	11.1803
PF3D7_0618500.1	1561	1562	15379.3	475.777
PF3D7_0618600.1	825	826	12446	728.112
PF3D7_0618700.1	1248	1249	4027.44	155.817
PF3D7_0618800.1	3712	3713	5934.03	77.2277
PF3D7_0618900.1	3086	3087	1642.7	25.714
PF3D7_0618900.2	1731	1732	8725.34	243.435
PF3D7_0619000.1	6087	6088	13559.6	107.627
PF3D7_0619000.2	5394	5395	33500.5	300.06
PF3D7_0619100.1	1775	1776	2677.69	72.8561
PF3D7_0619200.1	3962	3963	6340.95	77.3176
PF3D7_0619300.1	11256	11257	13143.8	56.4218
PF3D7_0619400.1	3473	3474	9762.43	135.793
PF3D7_0619500.1	4750	4751	7783.14	79.1622
PF3D7_0619600.1	3341	3342	2938	42.4809
PF3D7_0619700.1	1979	1980	1531	37.3644
PF3D7_0619800.1	8720	8721	7415.71	41.0899
PF3D7_0619900.1	1925	1926	312.383	7.83753
PF3D7_0620000.1	1518	1519	58	1.84509
PF3D7_0620100.1	1186	1187	453	18.4415
PF3D7_0620200.1	1491	1492	196.091	6.35094
PF3D7_0620300.1	2830	2831	1742	29.7342
PF3D7_0620400.1	2039	2040	9075.31	214.971
PF3D7_0620500.1	3504	3505	2759.51	38.0445
PF3D7_0620600.1	1625	1626	4338.52	128.935
PF3D7_0620700.1	2033	2034	3236.8	76.8977
PF3D7_0620800.1	72	73	12	7.9434
PF3D7_0620900.1	81	82	259	152.628
PF3D7_0621000.1	3073	3074	1662.13	26.1281
PF3D7_0621100.1	4958	4959	4688.58	45.6873
PF3D7_0621200.1	1971	1972	13242.1	324.489
PF3D7_0621300.1	4493	4494	4283.68	46.0609
PF3D7_0621350.1	417	418	34.3832	3.97483
PF3D7_0621400.1	2490	2491	350.261	6.79464
PF3D7_0621500.1	1323	1324	792.533	28.9253
PF3D7_0621600.1	82	83	782	455.278
PF3D7_0621700.1	5908	5909	1192.28	9.75021
PF3D7_0621800.1	1756	1757	2576	70.8471
PF3D7_0621900.1	3326	3327	7049.48	102.389
PF3D7_0622000.1	979	980	579.457	28.5722
PF3D7_0622100.1	4766	4767	418.141	4.23864
PF3D7_0622200.1	2997	2998	4888.48	78.7935
PF3D7_0622300.1	3055	3056	260.088	4.11258
PF3D7_0622400.1	895	896	223.754	12.0673
PF3D7_0622500.1	1946	1947	252	6.25437
PF3D7_0622600.1	646	647	3340	249.454
PF3D7_0622700.1	1917	1918	2835.44	71.4366
PF3D7_0622800.1	5966	5967	8913.22	72.1817
PF3D7_0622900.1	8900	8901	20066.8	108.94
PF3D7_0623000.1	2438	2439	9607.09	190.339
PF3D7_0623100.1	4094	4095	9145.89	107.925
PF3D7_0623200.1	2530	2531	645.252	12.3193
PF3D7_0623300.1	1701	1702	3581.01	101.67
PF3D7_0623400.1	1284	1285	279	10.4918
PF3D7_0623500.1	1073	1074	436.61	19.6443
PF3D7_0623600.1	3178	3179	603.845	9.17874
PF3D7_0623700.1	3723	3724	5435	70.5242
PF3D7_0623800.1	11662	11663	13446.3	55.7112
PF3D7_0623900.1	1364	1365	16696.8	591.082
PF3D7_0624000.1	3051	3052	798.481	12.6424
PF3D7_0624100.1	2041	2042	564.288	13.3534
PF3D7_0624200.1	1364	1365	8717.79	308.619
PF3D7_0624300.1	558	559	1471	127.16
PF3D7_0624400.1	2324	2325	7319.53	152.128
PF3D7_0624500.1	2773	2774	9859.66	171.753
PF3D7_0624600.1	10910	10911	26924.6	119.243
PF3D7_0624700.1	1301	1302	1938.17	71.9331
PF3D7_0624800.1	1875	1876	71	1.82883
PF3D7_0624900.1	1986	1987	1502.48	36.5392
PF3D7_0625000.1	2273	2274	1076.18	22.8688
PF3D7_0625000.2	1386	1387	41.3034	1.43899
PF3D7_0625100.1	1200	1201	87	3.50046
PF3D7_0625200.1	1931	1932	1938.5	48.485
PF3D7_0625300.1	4944	4945	3580.75	34.991
PF3D7_0625400.1	2503	2504	1017.42	19.6342
PF3D7_0625500.1	3240	3241	2607.39	38.8754
PF3D7_0625600.1	4447	4448	2981.99	32.3958
PF3D7_0625700.1	1264	1265	158.029	6.03662
PF3D7_0625800.1	2554	2555	448	8.47296
PF3D7_0625900.1	981	982	347	17.0752
PF3D7_0626000.1	6755	6756	2040.6	14.5954
PF3D7_0626100.1	1583	1584	2131.32	65.0193
PF3D7_0626200.1	1685	1686	960.677	27.5339
PF3D7_0626300.1	1422	1423	1048	35.5881
PF3D7_0626400.1	3782	3783	3215	41.067
PF3D7_0626500.1	2844	2845	422	7.16768
PF3D7_0626600.1	1074	1075	262.21	11.7866
PF3D7_0626700.1	2531	2532	464.195	8.85901
PF3D7_0626800.1	3264	3265	50373.2	745.529
PF3D7_0626840.1	229	230	39	8.19379
PF3D7_0626900.1	1859	1860	622.855	16.1816
PF3D7_0627000.1	3500	3501	2590.05	35.7491
PF3D7_0627100.1	7312	7313	10189.8	67.3318
PF3D7_0627200.1	748	749	740	47.7417
PF3D7_0627300.1	2043	2044	32128.5	759.553
PF3D7_0627400.1	1243	1244	635.718	24.694
PF3D7_0627500.1	1695	1696	9540.06	271.815
PF3D7_0627600.1	2438	2439	561.935	11.1333
PF3D7_0627700.1	7580	7581	3097.52	19.744
PF3D7_0627800.1	4176	4177	4851.41	56.1244
PF3D7_0627900.1	2567	2568	2005.47	37.7373
PF3D7_0628000.1	997	998	114.012	5.52036
PF3D7_0628100.1	32160	32161	61685.3	92.6831
PF3D7_0628200.1	11064	11065	14467.1	63.1796
PF3D7_0628300.1	3394	3395	100517	1430.7
PF3D7_0628400.1	1417	1418	349	11.8932
PF3D7_0628500.1	1471	1472	1435.56	47.126
PF3D7_0628600.1	1657	1658	12949.7	377.42
PF3D7_0628700.1	2754	2755	2319.48	40.6834
PF3D7_0628800.1	4147	4148	637.513	7.42675
PF3D7_0628900.1	4329	4330	367.068	4.09644
PF3D7_0629000.1	914	915	514	27.145
PF3D7_0629100.1	2904	2905	1142.13	18.9985
PF3D7_0629200.1	3703	3704	21669.6	282.701
PF3D7_0629300.1	3317	3318	7260.68	105.742
PF3D7_0629400.1	4785	4786	4533.73	45.7753
PF3D7_0629500.1	3731	3732	2160.86	27.9791
PF3D7_0629600.1	2281	2282	1320.61	27.9646
PF3D7_0629700.1	21239	21240	26126.9	59.4404
PF3D7_0629800.1	4244	4245	2160.01	24.5882
PF3D7_0629900.1	3211	3212	576.021	8.66585
PF3D7_0630000.1	843	844	3	0.171762
PF3D7_0630100.1	2658	2659	2003.32	36.4067
PF3D7_0630200.1	408	409	329	38.8706
PF3D7_0630300.1	10085	10086	5708.97	27.3519
PF3D7_0630400.1	2202	2203	1237.14	27.1365
PF3D7_0630500.1	2859	2860	2820.13	47.6487
PF3D7_0630600.1	3115	3116	13239.8	205.32
PF3D7_0630700.1	2671	2672	747.764	13.5231
PF3D7_0630800.1	1484	1485	1011.97	32.9297
PF3D7_0630900.1	2694	2695	1783.03	31.9705
PF3D7_0631000.1	2532	2533	2156.67	41.1431
PF3D7_0631100.1	2951	2952	257.631	4.21725
PF3D7_0631200.1	1419	1420	0	0
PF3D7_0631300.1	849	850	3.12298	0.177541
PF3D7_0631400.1	696	697	379	26.2757
PF3D7_0631500.1	693	694	0	0
PF3D7_0631600.1	930	931	830.61	43.1118
PF3D7_0631700.1	1083	1084	1.73694	0.0774288
PF3D7_0631800.1	1029	1030	11.0393	0.517909
PF3D7_0631900.1	912	913	0	0
PF3D7_0632000.1	1113	1114	0	0
PF3D7_0632100.1	972	973	11.5695	0.574579
PF3D7_0632200.1	1134	1135	0	0
PF3D7_0632250.1	204	205	0	0
PF3D7_0632300.1	1080	1081	15.873	0.709548
PF3D7_0632400.1	1134	1135	165.71	7.05507
PF3D7_0632500.1	11865	11866	203.006	0.826708
PF3D7_0632600.1	1050	1051	33	1.51726
PF3D7_0632700.1	1131	1132	97.2574	4.15169
PF3D7_0632800.1	6717	6718	77.7949	0.559577
PF3D7_0700100.1	6861	6862	10.3534	0.0729089
PF3D7_0700200.1	972	973	34.1227	1.69465
PF3D7_0700300.1	951	952	8.76904	0.445106
PF3D7_0700400.1	903	904	0	0
PF3D7_0700500.1	1074	1075	23.129	1.03967
PF3D7_0700600.1	870	871	0	0
PF3D7_0700700.1	864	865	7	0.391048
PF3D7_0700800.1	1433	1434	512.239	17.2612
PF3D7_0700900.1	1053	1054	0	0
PF3D7_0701000.1	1548	1549	10.0534	0.313623
PF3D7_0701100.1	990	991	10.5368	0.513789
PF3D7_0701200.1	924	925	10.2207	0.533936
PF3D7_0701300.1	1083	1084	1.73694	0.0774288
PF3D7_0701400.1	927	928	0	0
PF3D7_0701500.1	693	694	3.67327	0.255765
PF3D7_0701600.1	1321	1322	1061.95	38.8169
PF3D7_0701700.1	849	850	1.98361	0.112768
PF3D7_0701800.1	996	997	4.00604	0.194164
PF3D7_0701900.1	4227	4228	2481	28.3557
PF3D7_0702000.1	2459	2460	2759.64	54.2083
PF3D7_0702100.1	2016	2017	5595	134.042
PF3D7_0702200.1	3872	3873	3437.35	42.8869
PF3D7_0702300.1	3548	3549	1463.9	19.9322
PF3D7_0702400.1	2842	2843	7004.94	119.063
PF3D7_0702500.1	2449	2450	3262.32	64.3441
PF3D7_0702600.1	264	265	381	69.4748
PF3D7_0702700.1	73	74	1	0.653005
PF3D7_0702800.1	84	85	16	9.09598
PF3D7_0702900.1	1349	1350	2512.99	89.9509
PF3D7_0703000.1	5771	5772	850.168	7.11749
PF3D7_0703100.1	1347	1348	180.727	6.47862
PF3D7_0703200.1	5429	5430	4594.15	40.884
PF3D7_0703300.1	973	974	20	0.992246
PF3D7_0703400.1	3027	3028	1018	16.2458
PF3D7_0703500.1	9778	9779	6128.91	30.2857
PF3D7_0703600.1	1819	1820	4951.52	131.467
PF3D7_0703700.1	1665	1666	1330.64	38.5953
PF3D7_0703800.1	3177	3178	576	8.75824
PF3D7_0703900.1	13906	13907	8352.68	29.0229
PF3D7_0704000.1	10298	10299	5976.84	28.043
PF3D7_0704100.1	11359	11360	13139.5	55.8919
PF3D7_0704200.1	4263	4264	1859.24	21.0701
PF3D7_0704300.1	7537	7538	42920	275.139
PF3D7_0704400.1	4115	4116	364.49	4.27916
PF3D7_0704500.1	5894	5895	3727.65	30.5562
PF3D7_0704600.1	14398	14399	35116.4	117.849
PF3D7_0704700.1	5402	5403	2911.11	26.0358
PF3D7_0704800.1	4297	4298	3899.18	43.8384
PF3D7_0704900.1	1119	1120	532	22.9531
PF3D7_0705000.1	4854	4855	5047.14	50.2348
PF3D7_0705100.1	3509	3510	3012.36	41.4714
PF3D7_0705200.1	5061	5062	362.101	3.45666
PF3D7_0705300.1	3291	3292	15224.2	223.472
PF3D7_0705400.1	3195	3196	4428.22	66.9532
PF3D7_0705500.1	10458	10459	15992.7	73.8888
PF3D7_0705600.1	4319	4320	1481.03	16.5664
PF3D7_0705700.1	1422	1423	12996.2	441.326
PF3D7_0705800.1	582	583	397	32.9056
PF3D7_0705900.1	1466	1467	847.075	27.9023
PF3D7_0706000.1	5266	5267	26896.5	246.764
PF3D7_0706100.1	5580	5581	22230.4	192.479
PF3D7_0706200.1	1072	1073	1380	62.1481
PF3D7_0706300.1	1090	1091	11864.9	525.519
PF3D7_0706400.1	1953	1954	4357.55	107.762
PF3D7_0706500.1	7137	7138	4117.32	27.8732
PF3D7_0706600.1	2883	2884	3465.54	58.0662
PF3D7_0706700.1	2622	2623	237	4.36615
PF3D7_0706800.1	73	74	7	4.57104
PF3D7_0706900.1	72	73	0	0
PF3D7_0707000.1	73	74	2	1.30601
PF3D7_0707100.1	73	74	0	0
PF3D7_0707200.1	6869	6870	4474.9	31.4757
PF3D7_0707300.1	4727	4728	83612.1	854.555
PF3D7_0707400.1	3069	3070	2442	38.4375
PF3D7_0707420.1	348	349	85	11.7691
PF3D7_0707500.1	5962	5963	1661.43	13.4637
PF3D7_0707600.1	1709	1710	766.699	21.6659
PF3D7_0707700.1	3853	3854	3732.67	46.8011
PF3D7_0707800.1	4760	4761	11736.2	119.118
PF3D7_0707900.1	1989	1990	731.699	17.7676
PF3D7_0708000.1	3311	3312	2813	41.0419
PF3D7_0708100.1	1268	1269	1067	40.6304
PF3D7_0708200.1	2865	2866	275.084	4.63807
PF3D7_0708300.1	1384	1385	40.175	1.4017
PF3D7_0708400.1	4313	4314	55137.4	617.61
PF3D7_0708500.1	3461	3462	2261.94	31.572
PF3D7_0708600.1	759	760	452	28.7391
PF3D7_0708700.1	1939	1940	491.625	12.2456
PF3D7_0708800.1	5300	5301	20275.1	184.822
PF3D7_0708900.1	1910	1911	4847.65	122.58
PF3D7_0709000.1	2136	2137	11803.3	266.899
PF3D7_0709050.1	629	630	300.684	23.0631
PF3D7_0709100.1	4223	4224	3606.68	41.2603
PF3D7_0709200.1	1070	1071	380.071	17.1484
PF3D7_0709300.1	8877	8878	5923.44	32.2409
PF3D7_0709400.1	4452	4453	12506.4	135.715
PF3D7_0709500.1	2010	2011	2400.16	57.6734
PF3D7_0709600.1	4030	4031	883.337	10.5892
PF3D7_0709700.1	1771	1772	3873.76	105.637
PF3D7_0709800.1	1072	1073	4036.74	181.794
PF3D7_0709900.1	7445	7446	1432.13	9.29413
PF3D7_0710000.1	10490	10491	10567	48.6724
PF3D7_0710100.1	2272	2273	1097.22	23.3261
PF3D7_0710200.1	10111	10112	12061.3	57.6377
PF3D7_0710300.1	1335	1336	415.28	15.0205
PF3D7_0710400.1	1619	1620	1980.22	59.0673
PF3D7_0710500.1	1128	1129	4464.9	191.103
PF3D7_0710600.1	1383	1384	24789.8	865.536
PF3D7_0710700.1	1638	1639	12813.1	377.766
PF3D7_0710800.1	1819	1820	9165.7	243.356
PF3D7_0710900.1	2069	2070	1819.15	42.4665
PF3D7_0711000.1	4968	4969	5799	56.3939
PF3D7_0711100.1	2489	2490	624.006	12.1098
PF3D7_0711200.1	3649	3650	1906.06	25.2343
PF3D7_0711300.1	1111	1112	25405	1103.98
PF3D7_0711400.1	3334	3335	1874.09	27.1545
PF3D7_0711500.1	3325	3326	1949.02	28.3167
PF3D7_0711600.1	135	136	6	2.13187
PF3D7_0711700.1	6648	6649	82.9078	0.602542
PF3D7_0711800.1	135	136	6	2.13187
PF3D7_0711900.1	1074	1075	15	0.674266
PF3D7_0712000.1	6828	6829	81.0167	0.573278
PF3D7_0712100.1	135	136	0	0
PF3D7_0712200.1	1017	1018	0	0
PF3D7_0712300.1	6804	6805	45.3917	0.322327
PF3D7_0712400.1	6195	6196	22.996	0.179345
PF3D7_0712500.1	1137	1138	0	0
PF3D7_0712600.1	6648	6649	32.9594	0.239537
PF3D7_0712700.1	135	136	0	0
PF3D7_0712800.1	6720	6721	185.377	1.33281
PF3D7_0712900.1	6579	6580	23.9829	0.176126
PF3D7_0713000.1	1041	1042	1	0.0463746
PF3D7_0713100.1	1320	1321	1358.18	49.6825
PF3D7_0713200.1	2066	2067	23.3037	0.544795
PF3D7_0713300.1	1224	1225	0	0
PF3D7_0713400.1	1543	1544	904.017	28.2929
PF3D7_0713500.1	3984	3985	643.67	7.80519
PF3D7_0713600.1	3009	3010	1155	18.5423
PF3D7_0713700.1	1199	1200	5735.99	230.981
PF3D7_0713800.1	1557	1558	1651.57	51.2244
PF3D7_0713900.1	14840	14841	15034.1	48.951
PF3D7_0714000.1	1798	1799	2704.08	72.6334
PF3D7_0714100.1	2049	2050	119	2.80505
PF3D7_0714200.1	4677	4678	2930.14	30.2675
PF3D7_0714300.1	4726	4727	5001.95	51.1331
PF3D7_0714400.1	1664	1665	283	8.21335
PF3D7_0714500.1	3223	3224	12110.5	181.516
PF3D7_0714600.1	2615	2616	3828.68	70.7228
PF3D7_0714700.1	72	73	10	6.6195
PF3D7_0714800.1	80	81	3	1.78972
PF3D7_0714900.1	82	83	40	23.2879
PF3D7_0715000.1	1435	1436	329.111	11.0748
PF3D7_0715100.1	553	554	348	30.3541
PF3D7_0715200.1	7378	7379	3707.52	24.2792
PF3D7_0715300.1	3268	3269	1811.2	26.7732
PF3D7_0715400.1	1220	1221	307.13	12.155
PF3D7_0715500.1	919	920	1850.17	97.1787
PF3D7_0715600.1	2919	2920	2944.53	48.7284
PF3D7_0715700.1	1106	1107	71.8376	3.13583
PF3D7_0715800.1	2090	2091	4089.97	94.518
PF3D7_0715900.1	3313	3314	1919.63	27.9907
PF3D7_0716000.1	4121	4122	3458.95	40.5494
PF3D7_0716100.1	4209	4210	2855.58	32.7763
PF3D7_0716200.1	3227	3228	12354.7	184.947
PF3D7_0716300.1	2947	2948	22655.3	371.355
PF3D7_0716400.1	1157	1158	13348.2	557.009
PF3D7_0716500.1	1694	1695	4466.47	127.334
PF3D7_0716600.1	2101	2102	1508.11	34.6695
PF3D7_0716700.1	3068	3069	9914	156.099
PF3D7_0716800.1	1954	1955	1415.96	34.9988
PF3D7_0716900.1	2852	2853	4688	79.4026
PF3D7_0717000.1	1854	1855	5318.64	138.549
PF3D7_0717100.1	3220	3221	3003.01	45.052
PF3D7_0717200.1	2243	2244	2234.48	48.1173
PF3D7_0717300.1	2799	2800	74628	1287.93
PF3D7_0717400.1	3444	3445	2780.26	38.9982
PF3D7_0717500.1	3012	3013	31492.2	505.071
PF3D7_0717600.1	3875	3876	58528.9	729.684
PF3D7_0717700.1	2251	2252	26988	579.096
PF3D7_0717800.1	4593	4594	1092.52	11.4918
PF3D7_0717900.1	2326	2327	3373.46	70.0532
PF3D7_0718000.1	17541	17542	844.024	2.32501
PF3D7_0718100.1	9090	9091	2951.05	15.6861
PF3D7_0718300.1	7632	7633	264	1.67131
PF3D7_0718400.1	1548	1549	5140.55	160.364
PF3D7_0718500.1	1519	1520	2402.94	76.3919
PF3D7_0718600.1	3824	3825	4107.27	51.8883
PF3D7_0718700.1	1781	1782	1232.15	33.4122
PF3D7_0718800.1	822	823	26	1.52659
PF3D7_0718900.1	705	706	0	0
PF3D7_0719000.1	1523	1524	1581.64	50.1499
PF3D7_0719100.1	1097	1098	19652.8	864.909
PF3D7_0719200.1	1543	1544	225.046	7.04324
PF3D7_0719300.1	4737	4738	4605.33	46.9692
PF3D7_0719400.1	5669	5670	3559.06	30.332
PF3D7_0719500.1	2179	2180	4350.77	96.4402
PF3D7_0719600.1	2688	2689	5912.88	106.257
PF3D7_0719700.1	2931	2932	7713.6	127.128
PF3D7_0719800.1	2727	2728	2072.87	36.7178
PF3D7_0719900.1	10536	10537	8105.93	37.1735
PF3D7_0720000.1	1287	1288	434.039	16.284
PF3D7_0720100.1	1493	1494	340	10.9971
PF3D7_0720200.1	904	905	3951.9	211.011
PF3D7_0720300.1	315	316	1054	161.177
PF3D7_0720400.1	2857	2858	3563.14	60.2447
PF3D7_0720500.1	1561	1562	702.893	21.7448
PF3D7_0720600.1	2365	2366	1599.22	32.6619
PF3D7_0720700.1	8463	8464	13850.1	79.0726
PF3D7_0720800.1	1039	1040	6011.18	279.302
PF3D7_0720900.1	1605	1606	15497.5	466.299
PF3D7_0721000.1	11177	11178	11567.3	50.0054
PF3D7_0721100.1	1986	1987	43313.5	1053.35
PF3D7_0721200.1	3524	3525	1272.96	17.4504
PF3D7_0721300.1	4251	4252	2988.87	33.9674
PF3D7_0721400.1	1668	1669	3459.7	100.168
PF3D7_0721500.1	2626	2627	2325.6	42.7782
PF3D7_0721600.1	1532	1533	22500	709.233
PF3D7_0721700.1	2197	2198	249.403	5.48304
PF3D7_0721800.1	1317	1318	3935.47	144.288
PF3D7_0721900.1	1043	1044	8881.53	411.089
PF3D7_0722000.1	2068	2069	33451.9	781.283
PF3D7_0722100.1	2524	2525	1107.44	21.1938
PF3D7_0722200.1	3241	3242	132607	1976.53
PF3D7_0722300.1	5059	5060	16263.1	155.31
PF3D7_0722400.1	1908	1909	4650.58	117.72
PF3D7_0722500.1	1357	1358	1053	37.4694
PF3D7_0722600.1	2989	2990	2968.81	47.98
PF3D7_0722700.1	1225	1226	300.349	11.8382
PF3D7_0722800.1	1740	1741	200	5.55111
PF3D7_0722900.1	1232	1233	4129.76	161.849
PF3D7_0723000.1	1936	1937	2163.09	53.9626
PF3D7_0723100.1	1386	1387	362	12.6119
PF3D7_0723200.1	1077	1078	86	3.85503
PF3D7_0723300.1	3136	3137	69341.8	1068.14
PF3D7_0723400.1	5535	5536	6312.93	55.104
PF3D7_0723500.1	1545	1546	604.194	18.8849
PF3D7_0723600.1	1156	1157	2855.36	119.255
PF3D7_0723700.1	3546	3547	2394.72	32.6244
PF3D7_0723800.1	7915	7916	15907.8	97.1072
PF3D7_0723900.1	4893	4894	2846.81	28.1088
PF3D7_0724000.1	6058	6059	11443.5	91.2654
PF3D7_0724100.1	5171	5172	35896.9	335.387
PF3D7_0724200.1	1570	1571	6699	206.054
PF3D7_0724300.1	1430	1431	230.011	7.76706
PF3D7_0724400.1	912	913	840	44.4587
PF3D7_0724500.1	924	925	1011.85	52.8593
PF3D7_0724600.1	7205	7206	1429.55	9.58638
PF3D7_0724700.1	11439	11440	8822.13	37.2645
PF3D7_0724800.1	2404	2405	2459	49.4074
PF3D7_0724900.1	6022	6023	49631.3	398.191
PF3D7_0725000.1	5309	5310	3832.58	34.8775
PF3D7_0725100.1	6048	6049	2869.74	22.9249
PF3D7_0725200.1	1125	1126	641.1	27.5129
PF3D7_0725300.1	2989	2990	1351.83	21.8474
PF3D7_0725400.1	722	723	486509	32516.3
PF3D7_0725600.1	2087	2088	35682.4	825.794
PF3D7_0725800.1	159	160	1877	566.882
PF3D7_0726000.1	3788	3789	582445	7428.12
PF3D7_0726050.1	303	304	953	151.484
PF3D7_0726100.1	3623	3624	4372.36	58.301
PF3D7_0726200.1	4307	4308	524.365	5.88174
PF3D7_0726300.1	4690	4691	827.91	8.52837
PF3D7_0726400.1	16006	16007	9513.44	28.7194
PF3D7_0726500.1	12216	12217	7828.8	30.9656
PF3D7_0726600.1	3033	3034	1176.87	18.7439
PF3D7_0726700.1	728	729	25603	1697.12
PF3D7_0726800.1	607	608	1603.93	127.476
PF3D7_0726900.1	2675	2676	1452.35	26.2261
PF3D7_0727000.1	4354	4355	2819.52	31.285
PF3D7_0727100.1	3777	3778	994.637	12.7219
PF3D7_0727200.1	2664	2665	994.05	18.0243
PF3D7_0727300.1	2619	2620	3704.24	68.3197
PF3D7_0727400.1	1354	1355	1808.34	64.4895
PF3D7_0727500.1	2687	2688	25077.8	450.826
PF3D7_0727600.1	3389	3390	1928.79	27.4937
PF3D7_0727700.1	3239	3240	1848.13	27.5636
PF3D7_0727800.1	6477	6478	6159.46	45.9462
PF3D7_0727900.1	6544	6545	1556.2	11.4895
PF3D7_0728000.1	2030	2031	512.835	12.2016
PF3D7_0728100.1	17102	17103	4894.68	13.8293
PF3D7_0728200.1	2203	2204	1679.14	36.8148
PF3D7_0728300.1	1133	1134	1391.9	59.3123
PF3D7_0728400.1	764	765	15069.8	951.909
PF3D7_0728500.1	432	433	1046	116.733
PF3D7_0728600.1	7946	7947	8183.63	49.7612
PF3D7_0728700.1	3836	3837	1148.11	14.4591
PF3D7_0728800.1	2331	2332	5083.99	105.348
PF3D7_0728900.1	2312	2313	1530.74	31.9796
PF3D7_0729000.1	682	683	1418	100.324
PF3D7_0729100.1	8674	8675	24461.6	136.259
PF3D7_0729200.1	1364	1365	579	20.4972
PF3D7_0729300.1	3424	3425	1366.01	19.2726
PF3D7_0729400.1	2242	2243	6191.15	133.38
PF3D7_0729500.1	3578	3579	4251.65	57.4042
PF3D7_0729600.1	1166	1167	5006.53	207.307
PF3D7_0729700.1	2754	2755	4687.82	82.2238
PF3D7_0729800.1	1760	1761	2209.34	60.6249
PF3D7_0729900.1	15198	15199	2426.72	7.71529
PF3D7_0730000.1	1472	1473	636.288	20.8737
PF3D7_0730100.1	3379	3380	1439.71	20.5829
PF3D7_0730200.1	3326	3327	3015	43.7908
PF3D7_0730300.1	4947	4948	4085.05	39.8948
PF3D7_0730400.1	477	478	5648	570.972
PF3D7_0730500.1	10486	10487	10021.9	46.1795
PF3D7_0730600.1	73	74	2.23569	1.45992
PF3D7_0730700.1	72	73	43	28.4639
PF3D7_0730800.1	2858	2859	5372.91	90.8121
PF3D7_0730900.1	9383	9384	6763.86	34.8301
PF3D7_0731000.1	1764	1765	958.384	26.2387
PF3D7_0731100.1	5859	5860	16396.9	135.211
PF3D7_0731200.1	1949	1950	1146.08	28.4008
PF3D7_0731300.1	3239	3240	1524.92	22.7431
PF3D7_0731400.1	1605	1606	631	18.9859
PF3D7_0731500.1	6037	6038	58680.2	469.62
PF3D7_0731600.1	4410	4411	69030.9	756.231
PF3D7_0731700.1	1469	1470	454	14.9241
PF3D7_0731800.1	4128	4129	2649.71	31.01
PF3D7_0731900.1	957	958	24	1.21058
PF3D7_0732000.1	891	892	0	0
PF3D7_0732100.1	1284	1285	0	0
PF3D7_0732200.1	1101	1102	0	0
